anime_id,name,genre,type,episodes,rating,members,genre_list,primary_genre,crunchyroll,image_url
1535,Death Note,"Mystery, Police, Psychological, Supernatural, Thriller",TV,37,8.71,1013917,"['Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller']",Mystery,https://www.crunchyroll.com/search?q=Death+Note,https://cdn.myanimelist.net/images/anime/1079/138100l.jpg
16498,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",TV,25,8.54,896229,"['Action', 'Drama', 'Fantasy', 'Shounen', 'Super Power']",Action,https://www.crunchyroll.com/search?q=Shingeki+no+Kyojin,https://cdn.myanimelist.net/images/anime/10/47347l.jpg
11757,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",TV,25,7.83,893100,"['Action', 'Adventure', 'Fantasy', 'Game', 'Romance']",Action,https://www.crunchyroll.com/search?q=Sword+Art+Online,https://cdn.myanimelist.net/images/anime/11/39717l.jpg
5114,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",TV,64,9.26,793665,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",Action,https://www.crunchyroll.com/search?q=Fullmetal+Alchemist:+Brotherhood,https://cdn.myanimelist.net/images/anime/1208/94745l.jpg
6547,Angel Beats!,"Action, Comedy, Drama, School, Supernatural",TV,13,8.39,717796,"['Action', 'Comedy', 'Drama', 'School', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Angel+Beats!,https://cdn.myanimelist.net/images/anime/1244/111115l.jpg
1575,Code Geass: Hangyaku no Lelouch,"Action, Mecha, Military, School, Sci-Fi, Super Power",TV,25,8.83,715151,"['Action', 'Mecha', 'Military', 'School', 'Sci-Fi', 'Super Power']",Action,https://www.crunchyroll.com/search?q=Code+Geass:+Hangyaku+no+Lelouch,https://cdn.myanimelist.net/images/anime/1032/135088l.jpg
20,Naruto,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,220,7.81,683297,"['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']",Action,https://www.crunchyroll.com/search?q=Naruto,https://cdn.myanimelist.net/images/anime/1141/142503l.jpg
9253,Steins;Gate,"Sci-Fi, Thriller",TV,24,9.17,673572,"['Sci-Fi', 'Thriller']",Sci-Fi,https://www.crunchyroll.com/search?q=Steins;Gate,https://cdn.myanimelist.net/images/anime/1935/127974l.jpg
10620,Mirai Nikki (TV),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,26,8.07,657190,"['Action', 'Mystery', 'Psychological', 'Shounen', 'Supernatural', 'Thriller']",Action,https://www.crunchyroll.com/search?q=Mirai+Nikki+(TV),https://cdn.myanimelist.net/images/anime/13/33465l.jpg
4224,Toradora!,"Comedy, Romance, School, Slice of Life",TV,25,8.45,633817,"['Comedy', 'Romance', 'School', 'Slice of Life']",Comedy,https://www.crunchyroll.com/search?q=Toradora!,https://cdn.myanimelist.net/images/anime/13/22128l.jpg
269,Bleach,"Action, Comedy, Shounen, Super Power, Supernatural",TV,366,7.95,624055,"['Action', 'Comedy', 'Shounen', 'Super Power', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Bleach,https://cdn.myanimelist.net/images/anime/1541/147774l.jpg
226,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",TV,13,7.85,623511,"['Action', 'Drama', 'Horror', 'Psychological', 'Romance', 'Seinen', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Elfen+Lied,https://cdn.myanimelist.net/images/anime/1780/121555l.jpg
22319,Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,8.07,618056,"['Action', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Seinen', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Tokyo+Ghoul,https://cdn.myanimelist.net/images/anime/1498/134443l.jpg
19815,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",TV,12,8.47,602291,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Game', 'Supernatural']",Adventure,https://www.crunchyroll.com/search?q=No+Game+No+Life,https://cdn.myanimelist.net/images/anime/1074/111944l.jpg
121,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,51,8.33,600384,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",Action,https://www.crunchyroll.com/search?q=Fullmetal+Alchemist,https://cdn.myanimelist.net/images/anime/10/75815l.jpg
6702,Fairy Tail,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,175,8.22,584590,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",Action,https://www.crunchyroll.com/search?q=Fairy+Tail,https://cdn.myanimelist.net/images/anime/5/18179l.jpg
9919,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",TV,25,7.92,583823,"['Action', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Ao+no+Exorcist,https://cdn.myanimelist.net/images/anime/10/75195l.jpg
3588,Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",TV,51,8.08,580184,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Soul+Eater,https://cdn.myanimelist.net/images/anime/1071/149486l.jpg
2904,Code Geass: Hangyaku no Lelouch R2,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",TV,25,8.98,572888,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Super Power']",Action,https://www.crunchyroll.com/search?q=Code+Geass:+Hangyaku+no+Lelouch+R2,https://cdn.myanimelist.net/images/anime/1088/135089l.jpg
2167,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,23,8.3,566690,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']",Comedy,https://www.crunchyroll.com/search?q=Clannad,https://cdn.myanimelist.net/images/anime/1804/95033l.jpg
2001,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,27,8.78,562962,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",Action,https://www.crunchyroll.com/search?q=Tengen+Toppa+Gurren+Lagann,https://cdn.myanimelist.net/images/anime/4/5123l.jpg
6746,Durarara!!,"Action, Mystery, Supernatural",TV,24,8.38,556431,"['Action', 'Mystery', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Durarara!!,https://cdn.myanimelist.net/images/anime/10/71772l.jpg
30276,One Punch Man,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",TV,12,8.82,552458,"['Action', 'Comedy', 'Parody', 'Sci-Fi', 'Seinen', 'Super Power', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=One+Punch+Man,https://cdn.myanimelist.net/images/anime/12/76049l.jpg
21881,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",TV,24,7.35,537892,"['Action', 'Adventure', 'Fantasy', 'Game', 'Romance']",Action,https://www.crunchyroll.com/search?q=Sword+Art+Online+II,https://cdn.myanimelist.net/images/anime/1223/121999l.jpg
8074,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",TV,12,7.46,535892,"['Action', 'Ecchi', 'Horror', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Highschool+of+the+Dead,https://cdn.myanimelist.net/images/anime/11/78311l.jpg
11111,Another,"Horror, Mystery, School, Supernatural, Thriller",TV,12,7.88,534657,"['Horror', 'Mystery', 'School', 'Supernatural', 'Thriller']",Horror,https://www.crunchyroll.com/search?q=Another,https://cdn.myanimelist.net/images/anime/4/75509l.jpg
1735,Naruto: Shippuuden,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,Unknown,7.94,533578,"['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']",Action,https://www.crunchyroll.com/search?q=Naruto:+Shippuuden,https://cdn.myanimelist.net/images/anime/1565/111305l.jpg
20507,Noragami,"Action, Adventure, Shounen, Supernatural",TV,12,8.17,515378,"['Action', 'Adventure', 'Shounen', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Noragami,https://cdn.myanimelist.net/images/anime/1886/128266l.jpg
13601,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",TV,22,8.5,509109,"['Action', 'Police', 'Psychological', 'Sci-Fi']",Action,https://www.crunchyroll.com/search?q=Psycho-Pass,https://cdn.myanimelist.net/images/anime/1314/142015l.jpg
18679,Kill la Kill,"Action, Comedy, School, Super Power",TV,24,8.23,508118,"['Action', 'Comedy', 'School', 'Super Power']",Action,https://www.crunchyroll.com/search?q=Kill+la+Kill,https://cdn.myanimelist.net/images/anime/1464/111943l.jpg
21,One Piece,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",TV,Unknown,8.58,504862,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Super Power']",Action,https://www.crunchyroll.com/search?q=One+Piece,https://cdn.myanimelist.net/images/anime/1770/97704l.jpg
22199,Akame ga Kill!,"Action, Adventure, Fantasy",TV,24,7.84,492133,"['Action', 'Adventure', 'Fantasy']",Action,https://www.crunchyroll.com/search?q=Akame+ga+Kill!,https://cdn.myanimelist.net/images/anime/1429/95946l.jpg
1,Cowboy Bebop,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",TV,26,8.82,486824,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Space']",Action,https://www.crunchyroll.com/search?q=Cowboy+Bebop,https://cdn.myanimelist.net/images/anime/4/19644l.jpg
5081,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire",TV,15,8.39,482268,"['Mystery', 'Romance', 'Supernatural', 'Vampire']",Mystery,https://www.crunchyroll.com/search?q=Bakemonogatari,https://cdn.myanimelist.net/images/anime/11/75274l.jpg
199,Sen to Chihiro no Kamikakushi,"Adventure, Drama, Supernatural",Movie,1,8.93,466254,"['Adventure', 'Drama', 'Supernatural']",Adventure,https://www.crunchyroll.com/search?q=Sen+to+Chihiro+no+Kamikakushi,https://cdn.myanimelist.net/images/anime/6/79597l.jpg
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",TV,11,8.62,463835,"['Drama', 'Slice of Life', 'Supernatural']",Drama,https://www.crunchyroll.com/search?q=Ano+Hi+Mita+Hana+no+Namae+wo+Bokutachi+wa+Mada+Shiranai.,https://cdn.myanimelist.net/images/anime/5/79697l.jpg
9756,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",TV,12,8.51,462974,"['Drama', 'Magic', 'Psychological', 'Thriller']",Drama,https://www.crunchyroll.com/search?q=Mahou+Shoujo+Madoka★Magica,https://cdn.myanimelist.net/images/anime/11/55225l.jpg
30,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",TV,26,8.32,461946,"['Action', 'Dementia', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi']",Action,https://www.crunchyroll.com/search?q=Neon+Genesis+Evangelion,https://cdn.myanimelist.net/images/anime/1314/108941l.jpg
10793,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",TV,22,7.81,460959,"['Action', 'Drama', 'Sci-Fi', 'Super Power']",Action,https://www.crunchyroll.com/search?q=Guilty+Crown,https://cdn.myanimelist.net/images/anime/1566/133912l.jpg
4181,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",TV,24,9.06,456749,"['Drama', 'Fantasy', 'Romance', 'Slice of Life', 'Supernatural']",Drama,https://www.crunchyroll.com/search?q=Clannad:+After+Story,https://cdn.myanimelist.net/images/anime/1299/110774l.jpg
10087,Fate/Zero,"Action, Fantasy, Supernatural",TV,13,8.51,453630,"['Action', 'Fantasy', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Fate/Zero,https://cdn.myanimelist.net/images/anime/1887/117644l.jpg
6880,Deadman Wonderland,"Action, Horror, Sci-Fi",TV,12,7.48,453454,"['Action', 'Horror', 'Sci-Fi']",Action,https://www.crunchyroll.com/search?q=Deadman+Wonderland,https://cdn.myanimelist.net/images/anime/9/75299l.jpg
2025,Darker than Black: Kuro no Keiyakusha,"Action, Mystery, Sci-Fi, Super Power",TV,25,8.25,440334,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']",Action,https://www.crunchyroll.com/search?q=Darker+than+Black:+Kuro+no+Keiyakusha,https://cdn.myanimelist.net/images/anime/5/19570l.jpg
849,Suzumiya Haruhi no Yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,14,8.06,428569,"['Comedy', 'Mystery', 'Parody', 'School', 'Sci-Fi', 'Slice of Life']",Comedy,https://www.crunchyroll.com/search?q=Suzumiya+Haruhi+no+Yuuutsu,https://cdn.myanimelist.net/images/anime/1470/137929l.jpg
11061,Hunter x Hunter (2011),"Action, Adventure, Shounen, Super Power",TV,148,9.13,425855,"['Action', 'Adventure', 'Shounen', 'Super Power']",Action,https://www.crunchyroll.com/search?q=Hunter+x+Hunter+(2011),https://cdn.myanimelist.net/images/anime/1337/99013l.jpg
22535,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,24,8.59,425457,"['Action', 'Drama', 'Horror', 'Psychological', 'Sci-Fi', 'Seinen']",Action,https://www.crunchyroll.com/search?q=Kiseijuu:+Sei+no+Kakuritsu,https://cdn.myanimelist.net/images/anime/3/73178l.jpg
4898,Kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,24,8.06,424919,"['Action', 'Comedy', 'Demons', 'Fantasy', 'Historical', 'Shounen', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Kuroshitsuji,https://cdn.myanimelist.net/images/anime/1467/137783l.jpg
853,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",TV,26,8.39,422271,"['Comedy', 'Harem', 'Romance', 'School', 'Shoujo']",Comedy,https://www.crunchyroll.com/search?q=Ouran+Koukou+Host+Club,https://cdn.myanimelist.net/images/anime/2/71992l.jpg
23273,Shigatsu wa Kimi no Uso,"Drama, Music, Romance, School, Shounen",TV,22,8.92,416397,"['Drama', 'Music', 'Romance', 'School', 'Shounen']",Drama,https://www.crunchyroll.com/search?q=Shigatsu+wa+Kimi+no+Uso,https://cdn.myanimelist.net/images/anime/1405/143284l.jpg
15809,Hataraku Maou-sama!,"Comedy, Demons, Fantasy, Romance, Shounen",TV,13,8.03,409037,"['Comedy', 'Demons', 'Fantasy', 'Romance', 'Shounen']",Comedy,https://www.crunchyroll.com/search?q=Hataraku+Maou-sama!,https://cdn.myanimelist.net/images/anime/3/50177l.jpg
27899,Tokyo Ghoul √A,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,7.52,408357,"['Action', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Seinen', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Tokyo+Ghoul+√A,https://cdn.myanimelist.net/images/anime/1889/123307l.jpg
31043,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural",TV,12,8.65,402381,"['Mystery', 'Psychological', 'Seinen', 'Supernatural']",Mystery,https://www.crunchyroll.com/search?q=Boku+dake+ga+Inai+Machi,https://cdn.myanimelist.net/images/anime/10/77957l.jpg
11617,High School DxD,"Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.7,398660,"['Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']",Comedy,https://www.crunchyroll.com/search?q=High+School+DxD,https://cdn.myanimelist.net/images/anime/1331/111940l.jpg
14741,Chuunibyou demo Koi ga Shitai!,"Comedy, Drama, Romance, School, Slice of Life",TV,12,7.95,394399,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']",Comedy,https://www.crunchyroll.com/search?q=Chuunibyou+demo+Koi+ga+Shitai!,https://cdn.myanimelist.net/images/anime/1905/142840l.jpg
7054,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",TV,26,8.26,391628,"['Comedy', 'Romance', 'School', 'Shoujo']",Comedy,https://www.crunchyroll.com/search?q=Kaichou+wa+Maid-sama!,https://cdn.myanimelist.net/images/anime/6/25254l.jpg
205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,8.5,390076,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",Action,https://www.crunchyroll.com/search?q=Samurai+Champloo,https://cdn.myanimelist.net/images/anime/1370/135212l.jpg
17265,Log Horizon,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,25,8.14,387100,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic', 'Shounen']",Action,https://www.crunchyroll.com/search?q=Log+Horizon,https://cdn.myanimelist.net/images/anime/5/84004l.jpg
5680,K-On!,"Comedy, Music, School, Slice of Life",TV,13,7.87,386048,"['Comedy', 'Music', 'School', 'Slice of Life']",Comedy,https://www.crunchyroll.com/search?q=K-On!,https://cdn.myanimelist.net/images/anime/10/76120l.jpg
28223,Death Parade,"Drama, Game, Mystery, Psychological, Thriller",TV,12,8.33,383914,"['Drama', 'Game', 'Mystery', 'Psychological', 'Thriller']",Drama,https://www.crunchyroll.com/search?q=Death+Parade,https://cdn.myanimelist.net/images/anime/5/71553l.jpg
13759,Sakurasou no Pet na Kanojo,"Comedy, Drama, Romance, School, Slice of Life",TV,24,8.4,380375,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']",Comedy,https://www.crunchyroll.com/search?q=Sakurasou+no+Pet+na+Kanojo,https://cdn.myanimelist.net/images/anime/4/43643l.jpg
813,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,291,8.32,375662,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",Action,https://www.crunchyroll.com/search?q=Dragon+Ball+Z,https://cdn.myanimelist.net/images/anime/1277/142022l.jpg
356,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24,7.58,374880,"['Action', 'Fantasy', 'Magic', 'Romance', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Fate/stay+night,https://cdn.myanimelist.net/images/anime/4/30327l.jpg
12189,Hyouka,"Mystery, School, Slice of Life",TV,22,8.17,372246,"['Mystery', 'School', 'Slice of Life']",Mystery,https://www.crunchyroll.com/search?q=Hyouka,https://cdn.myanimelist.net/images/anime/13/50521l.jpg
2251,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",TV,13,8.54,363215,"['Action', 'Comedy', 'Historical', 'Mystery', 'Seinen', 'Supernatural']",Action,https://www.crunchyroll.com/search?q=Baccano!,https://cdn.myanimelist.net/images/anime/3/14547l.jpg
934,Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,26,8.17,359494,"['Horror', 'Mystery', 'Psychological', 'Supernatural', 'Thriller']",Horror,https://www.crunchyroll.com/search?q=Higurashi+no+Naku+Koro+ni,https://cdn.myanimelist.net/images/anime/12/19634l.jpg
18153,Kyoukai no Kanata,"Fantasy, Slice of Life, Supernatural",TV,12,7.88,359011,"['Fantasy', 'Slice of Life', 'Supernatural']",Fantasy,https://www.crunchyroll.com/search?q=Kyoukai+no+Kanata,https://cdn.myanimelist.net/images/anime/3/85468l.jpg
31240,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Psychological, Thriller",TV,25,8.64,355839,"['Drama', 'Fantasy', 'Psychological', 'Thriller']",Drama,https://www.crunchyroll.com/search?q=Re:Zero+kara+Hajimeru+Isekai+Seikatsu,https://cdn.myanimelist.net/images/anime/1522/128039l.jpg
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Drama, Romance, School",TV,13,8.12,353876,"['Comedy', 'Drama', 'Romance', 'School']",Comedy,https://www.crunchyroll.com/search?q=Yahari+Ore+no+Seishun+Love+Comedy+wa+Machigatteiru.,https://cdn.myanimelist.net/images/anime/1786/120117l.jpg
14227,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",TV,13,7.77,349836,"['Comedy', 'Romance', 'School', 'Shoujo', 'Slice of Life']",Comedy,https://www.crunchyroll.com/search?q=Tonari+no+Kaibutsu-kun,https://cdn.myanimelist.net/images/anime/4/39779l.jpg
28171,Shokugeki no Souma,"Ecchi, School, Shounen",TV,24,8.61,348951,"['Ecchi', 'School', 'Shounen']",Ecchi,https://www.crunchyroll.com/search?q=Shokugeki+no+Souma,https://cdn.myanimelist.net/images/anime/1444/148976l.jpg
18897,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20,7.91,347599,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",Comedy,https://www.crunchyroll.com/search?q=Nisekoi,https://cdn.myanimelist.net/images/anime/13/75587l.jpg
1195,Zero no Tsukaima,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,13,7.62,346828,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School']",Action,https://www.crunchyroll.com/search?q=Zero+no+Tsukaima,https://cdn.myanimelist.net/images/anime/8/20680l.jpg
23283,Zankyou no Terror,"Psychological, Thriller",TV,11,8.26,342893,"['Psychological', 'Thriller']",Psychological,https://www.crunchyroll.com/search?q=Zankyou+no+Terror,https://cdn.myanimelist.net/images/anime/1417/117422l.jpg
